Algorithm,Strategy,POIs dist,Net size,Cap,Merge cells,Sample,Num queries,Num users query,Prop POIs,Num POIs query,Cost,WARL,MWRL,MRL1,MRL2,Num it,Elapsed time,Alpha,Beta,Entropy
VST-CA,pure,uniform,900,2,False,1,4,8,0.1,1,236.10480050863387,0.06088727601932935,0.0011282822753446993,2.0,2.0,2,14.20277087715536,1.0,4.0,0.8477252007771472
VST-NCA,N/A,zipfian,900,2,False,2,4,8,0.1,1,365.9276335919047,0.06130062432045093,0.0015231099632052622,1.5,2.5,0,12.172244838474114,1.0,4.0,0.824429728035252
VST-NCA,N/A,uniform,900,2,False,2,4,8,0.1,1,150.58737153707787,0.05782398418065167,0.0010154066421368415,1.0,2.0,0,7.186866403550681,1.0,4.0,0.8119837655647124
VST-CA,mixed,zipfian,900,2,False,2,4,8,0.1,1,150.7257800350279,0.064452250163924,0.0010325205606716852,1.0,1.5,3,25.145745079917504,1.0,4.0,0.8366956764736058
VST-CA,mixed,uniform,900,2,False,2,4,8,0.1,1,131.7435611854164,0.05820746283967618,0.0010154066421368415,1.0,1.5,3,14.698099294041072,1.0,4.0,0.8082137412178672
VST-CA,pure,zipfian,900,2,False,2,4,8,0.1,1,150.7257800350279,0.064452250163924,0.0010325205606716852,1.0,1.5,3,35.499254116981774,1.0,4.0,0.8366956764736058
VST-CA,pure,uniform,900,2,False,2,4,8,0.1,1,131.7435611854164,0.05820746283967618,0.0010154066421368415,1.0,1.5,3,21.433119156030898,1.0,4.0,0.8082137412178672
VST-NCA,N/A,zipfian,900,2,False,3,4,8,0.1,1,175.04661106328905,0.06177609773249222,0.0010154066421368415,1.0,2.0,0,9.261804169657978,1.0,4.0,0.8511689347827869
VST-NCA,N/A,uniform,900,2,False,3,4,8,0.1,1,272.12675908834814,0.06454403657215953,0.0010630212022187835,1.5,2.5,0,10.823541576756156,1.0,4.0,0.8985640750335848
VST-CA,mixed,zipfian,900,2,False,3,4,8,0.1,1,175.04661106328905,0.06177609773249222,0.0010154066421368415,1.0,2.0,2,20.20084035640224,1.0,4.0,0.8511689347827869
VST-CA,mixed,uniform,900,2,False,3,4,8,0.1,1,272.12675908834814,0.06454403657215953,0.0010630212022187835,1.5,2.5,2,18.79923199963872,1.0,4.0,0.8985640750335848
VST-CA,pure,zipfian,900,2,False,3,4,8,0.1,1,175.04661106328905,0.06177609773249222,0.0010154066421368415,1.0,2.0,2,22.868561402824525,1.0,4.0,0.8511689347827869
VST-CA,pure,uniform,900,2,False,3,4,8,0.1,1,272.12675908834814,0.06454403657215953,0.0010630212022187835,1.5,2.5,2,20.460082814311306,1.0,4.0,0.8985640750335848
VST-NCA,N/A,zipfian,900,2,False,4,4,8,0.1,1,155.71093344259558,0.06522128884035854,0.000702136479701966,1.0,1.5,0,10.542091972225592,1.0,4.0,0.8430789879911473
VST-NCA,N/A,uniform,900,2,False,4,4,8,0.1,1,293.85705758928856,0.06132235264872262,0.0013050315123227325,2.5,2.5,0,8.218170397963377,1.0,4.0,0.8482010129159407
VST-CA,mixed,zipfian,900,2,False,4,4,8,0.1,1,155.71093344259558,0.06522128884035854,0.000702136479701966,1.0,1.5,2,20.222135098478645,1.0,4.0,0.8430789879911473
VST-CA,mixed,uniform,900,2,False,4,4,8,0.1,1,293.85705758928856,0.06132235264872262,0.0013050315123227325,2.5,2.5,2,16.270996465843552,1.0,4.0,0.8482010129159407
VST-CA,pure,zipfian,900,2,False,4,4,8,0.1,1,155.71093344259558,0.06522128884035854,0.000702136479701966,1.0,1.5,2,18.376160583199976,1.0,4.0,0.8430789879911473
VST-CA,pure,uniform,900,2,False,4,4,8,0.1,1,293.85705758928856,0.06132235264872262,0.0013050315123227325,2.5,2.5,2,15.245006278554342,1.0,4.0,0.8482010129159407
VST-NCA,N/A,zipfian,900,4,False,0,4,16,0.1,1,245.61552274295883,0.05832610070290902,0.0008218873040755285,1.0,1.5,0,21.106822661501496,1.0,4.0,1.2193953190264115
VST-NCA,N/A,uniform,900,4,False,0,4,16,0.1,1,246.87724486639345,0.055273337002931855,0.0010122597938106808,1.0,1.5,0,18.177088074749463,1.0,4.0,1.1661067404625103
VST-CA,mixed,zipfian,900,4,False,0,4,16,0.1,1,224.44245719178352,0.058038932750897075,0.0007743904205037639,0.75,1.25,3,46.196755062485295,1.0,4.0,1.2167013577479207
VST-CA,mixed,uniform,900,4,False,0,4,16,0.1,1,246.87724486639345,0.055273337002931855,0.0010122597938106808,1.0,1.5,2,36.76950854853271,1.0,4.0,1.1661067404625103
VST-CA,pure,zipfian,900,4,False,0,4,16,0.1,1,224.44245719178352,0.058038932750897075,0.0007743904205037639,0.75,1.25,3,60.48182400855546,1.0,4.0,1.2167013577479207
VST-CA,pure,uniform,900,4,False,0,4,16,0.1,1,246.87724486639345,0.055273337002931855,0.0010122597938106808,1.0,1.5,2,35.64559908492697,1.0,4.0,1.1661067404625103
VST-NCA,N/A,zipfian,900,4,False,1,4,16,0.1,1,327.66714491623827,0.05558320908147966,0.0010154066421368415,1.0,1.75,0,21.544485879539025,1.0,4.0,1.1800168415589911
VST-NCA,N/A,uniform,900,4,False,1,4,16,0.1,1,217.72396813562207,0.054210505163669646,0.0009135364529602565,1.0,1.25,0,22.490474917342226,1.0,4.0,1.1699611064770983
VST-CA,mixed,zipfian,900,4,False,1,4,16,0.1,1,327.66714491623827,0.05558320908147966,0.0010154066421368415,1.0,1.75,2,41.77561006149233,1.0,4.0,1.1800168415589911
VST-CA,mixed,uniform,900,4,False,1,4,16,0.1,1,206.79452904298677,0.05359683216014433,0.0009135364529602565,1.0,1.25,4,53.13583435495616,1.0,4.0,1.1584772257068792
VST-CA,pure,zipfian,900,4,False,1,4,16,0.1,1,327.66714491623827,0.05558320908147966,0.0010154066421368415,1.0,1.75,2,43.24627327901669,1.0,4.0,1.1800168415589911
VST-CA,pure,uniform,900,4,False,1,4,16,0.1,1,206.93030712965643,0.053015653663173866,0.0009135364529602565,1.0,1.25,3,68.2636125575192,1.0,4.0,1.162456370652757
VST-NCA,N/A,zipfian,900,4,False,2,4,16,0.1,1,230.71625252996003,0.050345760885387246,0.0010273591300944108,1.25,1.75,0,16.99887873794637,1.0,4.0,1.1033781192955985
VST-NCA,N/A,uniform,900,4,False,2,4,16,0.1,1,227.83942788938973,0.05337576317903475,0.0007591948453580105,0.75,1.5,0,20.73199219786352,1.0,4.0,1.1695112220939026
VST-CA,mixed,zipfian,900,4,False,2,4,16,0.1,1,230.71625252996003,0.050345760885387246,0.0010273591300944108,1.25,1.75,2,33.04962598084762,1.0,4.0,1.1033781192955985
VST-CA,mixed,uniform,900,4,False,2,4,16,0.1,1,215.67618651624906,0.05331505027525288,0.0007591948453580105,0.75,1.25,3,52.910573064976234,1.0,4.0,1.1631290531541527
VST-CA,pure,zipfian,900,4,False,2,4,16,0.1,1,230.71625252996003,0.050345760885387246,0.0010273591300944108,1.25,1.75,2,32.89835002568384,1.0,4.0,1.1033781192955985
VST-CA,pure,uniform,900,4,False,2,4,16,0.1,1,215.67618651624906,0.05331505027525288,0.0007591948453580105,0.75,1.25,3,65.72501984659493,1.0,4.0,1.1631290531541527
VST-NCA,N/A,zipfian,900,4,False,3,4,16,0.1,1,250.14735603667992,0.05614624090912313,0.0008218873040755285,1.0,1.5,0,19.796818592115642,1.0,4.0,1.1890137448478273
VST-NCA,N/A,uniform,900,4,False,3,4,16,0.1,1,220.56322631762723,0.05395803054408981,0.0008118895437952529,0.75,1.5,0,20.453352676172926,1.0,4.0,1.1863892306521877
VST-CA,mixed,zipfian,900,4,False,3,4,16,0.1,1,250.14735603667992,0.05614624090912313,0.0008218873040755285,1.0,1.5,2,36.92672693599866,1.0,4.0,1.1890137448478273
VST-CA,mixed,uniform,900,4,False,3,4,16,0.1,1,198.4445220944446,0.05206682074846382,0.0008218873040755285,1.0,1.0,3,40.92212386019992,1.0,4.0,1.1657969350083845
VST-CA,pure,zipfian,900,4,False,3,4,16,0.1,1,250.14735603667992,0.05614624090912313,0.0008218873040755285,1.0,1.5,2,37.99104119316644,1.0,4.0,1.1890137448478273
VST-CA,pure,uniform,900,4,False,3,4,16,0.1,1,198.4445220944446,0.05206682074846382,0.0008218873040755285,1.0,1.0,3,56.577525905771836,1.0,4.0,1.1657969350083845
VST-NCA,N/A,zipfian,900,4,False,4,4,16,0.1,1,194.0566417531929,0.04721943963365892,0.0007040301540981798,0.75,1.5,0,18.404365583772233,1.0,4.0,1.0684196367852212
VST-NCA,N/A,uniform,900,4,False,4,4,16,0.1,1,247.74617374147888,0.05082006613619517,0.0008986445579113556,1.25,1.5,0,18.41250435547454,1.0,4.0,1.12509560901943
VST-CA,mixed,zipfian,900,4,False,4,4,16,0.1,1,194.0566417531929,0.04721943963365892,0.0007040301540981798,0.75,1.5,2,35.60522492722066,1.0,4.0,1.0684196367852212
VST-CA,mixed,uniform,900,4,False,4,4,16,0.1,1,208.9983671810885,0.05126082603156129,0.0007503910255523489,0.75,1.25,3,44.16189381930599,1.0,4.0,1.1314633963589746
VST-CA,pure,zipfian,900,4,False,4,4,16,0.1,1,194.0566417531929,0.04721943963365892,0.0007040301540981798,0.75,1.5,2,35.998497970695325,1.0,4.0,1.0684196367852212
VST-CA,pure,uniform,900,4,False,4,4,16,0.1,1,208.08723645680612,0.05155348623151943,0.0009223288572961275,1.0,1.25,3,54.813485626549436,1.0,4.0,1.1243309330513245
VST-NCA,N/A,zipfian,900,2,False,0,8,4,0.1,1,392.2462761062107,0.07142685491497323,0.0014694238564574881,1.5,2.0,0,2.0292605777090102,1.0,4.0,0.8965218908154418
VST-NCA,N/A,uniform,900,2,False,0,8,4,0.1,1,1608.0542101436326,0.07169798822684426,0.00200823002650058,2.0,3.5,0,2.3470621651288184,1.0,4.0,0.8717459783666421
VST-CA,mixed,zipfian,900,2,False,0,8,4,0.1,1,392.2462761062107,0.07142685491497323,0.0014694238564574881,1.5,2.0,2,2.716390490671529,1.0,4.0,0.8965218908154418
VST-CA,mixed,uniform,900,2,False,0,8,4,0.1,1,1608.0542101436326,0.07169798822684426,0.00200823002650058,2.0,3.5,2,3.2985836176685552,1.0,4.0,0.8717459783666421
VST-CA,pure,zipfian,900,2,False,0,8,4,0.1,1,392.2462761062107,0.07142685491497323,0.0014694238564574881,1.5,2.0,2,2.695055208685744,1.0,4.0,0.8965218908154418
VST-CA,pure,uniform,900,2,False,0,8,4,0.1,1,1608.0542101436326,0.07169798822684426,0.00200823002650058,2.0,3.5,2,3.352832174524792,1.0,4.0,0.8717459783666421
VST-NCA,N/A,zipfian,900,2,False,1,8,4,0.1,1,408.0803901933284,0.06608586864311485,0.0014315388204719775,2.0,2.0,0,2.334782677861085,1.0,4.0,0.8730068064086527
VST-NCA,N/A,uniform,900,2,False,1,8,4,0.1,1,514.1712558724913,0.0671597492387216,0.0013834932859441912,1.5,2.5,0,2.89961394716579,1.0,4.0,0.8829724891658441
VST-CA,mixed,zipfian,900,2,False,1,8,4,0.1,1,408.0803901933284,0.06608586864311485,0.0014315388204719775,2.0,2.0,2,3.3877575631306627,1.0,4.0,0.8730068064086527
VST-CA,mixed,uniform,900,2,False,1,8,4,0.1,1,514.1712558724913,0.0671597492387216,0.0013834932859441912,1.5,2.5,2,3.505129838040375,1.0,4.0,0.8829724891658441
VST-CA,pure,zipfian,900,2,False,1,8,4,0.1,1,408.0803901933284,0.06608586864311485,0.0014315388204719775,2.0,2.0,2,4.377567164110133,1.0,4.0,0.8730068064086527
VST-CA,pure,uniform,900,2,False,1,8,4,0.1,1,514.1712558724913,0.0671597492387216,0.0013834932859441912,1.5,2.5,2,4.07300621902732,1.0,4.0,0.8829724891658441
VST-NCA,N/A,zipfian,900,2,False,2,8,4,0.1,1,416.8193420968778,0.06070759857798755,0.0014315388204719775,2.0,2.5,0,2.420541007657903,1.0,4.0,0.8050407311722192
VST-NCA,N/A,uniform,900,2,False,2,8,4,0.1,1,382.31778306835895,0.06949858106068818,0.001315591586382878,2.0,2.0,0,3.0981486603611756,1.0,4.0,0.8835366017517019
VST-CA,mixed,zipfian,900,2,False,2,8,4,0.1,1,416.8193420968778,0.06070759857798755,0.0014315388204719775,2.0,2.5,2,2.486121238961232,1.0,4.0,0.8050407311722192
VST-CA,mixed,uniform,900,2,False,2,8,4,0.1,1,382.31778306835895,0.06949858106068818,0.001315591586382878,2.0,2.0,2,3.6340344342913795,1.0,4.0,0.8835366017517019
VST-CA,pure,zipfian,900,2,False,2,8,4,0.1,1,416.8193420968778,0.06070759857798755,0.0014315388204719775,2.0,2.5,2,3.1772261157070716,1.0,4.0,0.8050407311722192
VST-CA,pure,uniform,900,2,False,2,8,4,0.1,1,382.31778306835895,0.06949858106068818,0.001315591586382878,2.0,2.0,2,4.374183364576311,1.0,4.0,0.8835366017517019
VST-NCA,N/A,zipfian,900,2,False,3,8,4,0.1,1,245.95998272123023,0.06176657559980631,0.0008496809417935614,1.5,2.0,0,2.721590888681021,1.0,4.0,0.8525548793259041
VST-NCA,N/A,uniform,900,2,False,3,8,4,0.1,1,229.69976461106626,0.06257147026844802,0.0009223288572961275,1.0,2.0,0,2.3422332974289475,1.0,4.0,0.8646371983691203
VST-CA,mixed,zipfian,900,2,False,3,8,4,0.1,1,245.95998272123023,0.06176657559980631,0.0008496809417935614,1.5,2.0,2,2.9360947340708208,1.0,4.0,0.8525548793259041
VST-CA,mixed,uniform,900,2,False,3,8,4,0.1,1,229.69976461106626,0.06257147026844802,0.0009223288572961275,1.0,2.0,2,3.2019359602852546,1.0,4.0,0.8646371983691203
VST-CA,pure,zipfian,900,2,False,3,8,4,0.1,1,245.95998272123023,0.06176657559980631,0.0008496809417935614,1.5,2.0,2,2.880313871268754,1.0,4.0,0.8525548793259041
VST-CA,pure,uniform,900,2,False,3,8,4,0.1,1,229.69976461106626,0.06257147026844802,0.0009223288572961275,1.0,2.0,2,3.2679831702926094,1.0,4.0,0.8646371983691203
VST-NCA,N/A,zipfian,900,2,False,4,8,4,0.1,1,341.74203233570165,0.06397664391608333,0.0010736541153539832,1.5,2.0,0,2.322685363604478,1.0,4.0,0.8695995699009349
VST-NCA,N/A,uniform,900,2,False,4,8,4,0.1,1,269.04899369849653,0.06592693047116116,0.0010630212022187835,1.5,2.0,0,3.0811398590956287,1.0,4.0,0.8809874654372813
VST-CA,mixed,zipfian,900,2,False,4,8,4,0.1,1,341.74203233570165,0.06397664391608333,0.0010736541153539832,1.5,2.0,2,3.1468422232908324,1.0,4.0,0.8695995699009349
VST-CA,mixed,uniform,900,2,False,4,8,4,0.1,1,231.23850346300262,0.06606222870571572,0.0010325205606716852,1.0,2.0,3,4.81571737422496,1.0,4.0,0.8871061386790867
VST-CA,pure,zipfian,900,2,False,4,8,4,0.1,1,341.74203233570165,0.06397664391608333,0.0010736541153539832,1.5,2.0,2,3.2149610739893433,1.0,4.0,0.8695995699009349
VST-CA,pure,uniform,900,2,False,4,8,4,0.1,1,231.23850346300262,0.06606222870571572,0.0010325205606716852,1.0,2.0,3,5.43080068373888,1.0,4.0,0.8871061386790867
VST-NCA,N/A,zipfian,900,4,False,0,8,8,0.1,1,232.38756265775007,0.055066026516007095,0.0007447997660088,1.0,1.25,0,9.38404328636011,1.0,4.0,1.1856781294253855
VST-NCA,N/A,uniform,900,4,False,0,8,8,0.1,1,233.5626352262972,0.05760392411757015,0.0008218873040755285,1.0,1.25,0,11.512569681176728,1.0,4.0,1.228611097806325
VST-CA,mixed,zipfian,900,4,False,0,8,8,0.1,1,232.38756265775007,0.055066026516007095,0.0007447997660088,1.0,1.25,2,15.993104623243198,1.0,4.0,1.1856781294253855
VST-CA,mixed,uniform,900,4,False,0,8,8,0.1,1,233.5626352262972,0.05760392411757015,0.0008218873040755285,1.0,1.25,2,20.159207922011547,1.0,4.0,1.228611097806325
VST-CA,pure,zipfian,900,4,False,0,8,8,0.1,1,232.38756265775007,0.055066026516007095,0.0007447997660088,1.0,1.25,2,15.619391829514825,1.0,4.0,1.1856781294253855
VST-CA,pure,uniform,900,4,False,0,8,8,0.1,1,232.53172381294115,0.05751957475223947,0.0008218873040755285,1.0,1.25,3,29.88633533073653,1.0,4.0,1.2276442015155
VST-NCA,N/A,zipfian,900,4,False,1,8,8,0.1,1,227.65771285506133,0.0522769518978585,0.0007447997660088,1.0,1.5,0,9.899813567732735,1.0,4.0,1.1374512577231415
VST-NCA,N/A,uniform,900,4,False,1,8,8,0.1,1,249.3086721497695,0.0544098722525312,0.0008218873040755285,1.0,1.25,0,12.21759822076001,1.0,4.0,1.1581285383895858
VST-CA,mixed,zipfian,900,4,False,1,8,8,0.1,1,224.51711991548626,0.05225281497120125,0.0007447997660088,1.0,1.5,3,21.810520055195866,1.0,4.0,1.1461427466720395
VST-CA,mixed,uniform,900,4,False,1,8,8,0.1,1,249.3086721497695,0.0544098722525312,0.0008218873040755285,1.0,1.25,2,21.496285466647805,1.0,4.0,1.1581285383895858
VST-CA,pure,zipfian,900,4,False,1,8,8,0.1,1,224.51711991548626,0.05225281497120125,0.0007447997660088,1.0,1.5,3,25.564207262596483,1.0,4.0,1.1461427466720395
VST-CA,pure,uniform,900,4,False,1,8,8,0.1,1,249.3086721497695,0.0544098722525312,0.0008218873040755285,1.0,1.25,2,22.584920077364586,1.0,4.0,1.1581285383895858
VST-NCA,N/A,zipfian,900,4,False,2,8,8,0.1,1,220.76400947967488,0.055264081546804504,0.0007347119282287441,0.75,1.25,0,9.626061927534238,1.0,4.0,1.1784813127253484
VST-NCA,N/A,uniform,900,4,False,2,8,8,0.1,1,230.5727953513203,0.05630770403173542,0.000844650337467595,1.0,1.25,0,9.970136455282727,1.0,4.0,1.2012048644118116
VST-CA,mixed,zipfian,900,4,False,2,8,8,0.1,1,217.85094887362354,0.05526074194611098,0.0007347119282287441,0.75,1.25,3,20.95326980028176,1.0,4.0,1.1812021496436702
VST-CA,mixed,uniform,900,4,False,2,8,8,0.1,1,230.5727953513203,0.05630770403173542,0.000844650337467595,1.0,1.25,2,19.589390243839944,1.0,4.0,1.2012048644118116
VST-CA,pure,zipfian,900,4,False,2,8,8,0.1,1,217.85094887362354,0.05526074194611098,0.0007347119282287441,0.75,1.25,3,25.809574295028824,1.0,4.0,1.1812021496436702
VST-CA,pure,uniform,900,4,False,2,8,8,0.1,1,230.5727953513203,0.05630770403173542,0.000844650337467595,1.0,1.25,2,19.834891211922695,1.0,4.0,1.2012048644118116
VST-NCA,N/A,zipfian,900,4,False,3,8,8,0.1,1,226.26164963142736,0.054841966376160685,0.0007347119282287441,0.75,1.5,0,10.345794651502729,1.0,4.0,1.1356066894277448
VST-NCA,N/A,uniform,900,4,False,3,8,8,0.1,1,269.90897165460126,0.05705349610163159,0.0007743904205037639,0.75,1.5,0,11.687487074696492,1.0,4.0,1.1713223232792547
VST-CA,mixed,zipfian,900,4,False,3,8,8,0.1,1,222.54576429295577,0.05483459823168039,0.0007347119282287441,0.75,1.5,3,23.202121725440065,1.0,4.0,1.1423892505457225
VST-CA,mixed,uniform,900,4,False,3,8,8,0.1,1,269.90897165460126,0.05705349610163159,0.0007743904205037639,0.75,1.5,2,22.060826285461644,1.0,4.0,1.1713223232792547
VST-CA,pure,zipfian,900,4,False,3,8,8,0.1,1,215.18087414672837,0.05484693335063663,0.0007347119282287441,0.75,1.25,3,28.55589812064136,1.0,4.0,1.1418860537627733
VST-CA,pure,uniform,900,4,False,3,8,8,0.1,1,269.90897165460126,0.05705349610163159,0.0007743904205037639,0.75,1.5,2,24.01975063337204,1.0,4.0,1.1713223232792547
VST-NCA,N/A,zipfian,900,4,False,4,8,8,0.1,1,229.1834119342811,0.05091681812529797,0.0005994338642358575,1.5,1.5,0,8.139793410673974,1.0,4.0,1.1325895531025736
VST-NCA,N/A,uniform,900,4,False,4,8,8,0.1,1,260.16409759480723,0.050598868225861224,0.0007157694102359887,1.0,1.75,0,9.344807838263023,1.0,4.0,1.1242768033291732
VST-CA,mixed,zipfian,900,4,False,4,8,8,0.1,1,229.1834119342811,0.05091681812529797,0.0005994338642358575,1.5,1.5,2,14.883325114165928,1.0,4.0,1.1325895531025736
VST-CA,mixed,uniform,900,4,False,4,8,8,0.1,1,260.16409759480723,0.050598868225861224,0.0007157694102359887,1.0,1.75,2,16.50981912529278,1.0,4.0,1.1242768033291732
VST-CA,pure,zipfian,900,4,False,4,8,8,0.1,1,229.1834119342811,0.05091681812529797,0.0005994338642358575,1.5,1.5,2,15.538556789485483,1.0,4.0,1.1325895531025736
VST-CA,pure,uniform,900,4,False,4,8,8,0.1,1,260.16409759480723,0.050598868225861224,0.0007157694102359887,1.0,1.75,2,17.004935605689298,1.0,4.0,1.1242768033291732
VST-NCA,N/A,zipfian,900,8,False,0,8,16,0.1,1,381.2153244337032,0.05023787299131224,0.0005136795650472054,0.625,1.25,0,19.938414745853606,1.0,4.0,1.630996332499203
VST-NCA,N/A,uniform,900,8,False,0,8,16,0.1,1,430.50080886821974,0.05574449952395479,0.0007743904205037639,0.75,1.125,0,35.13623616190716,1.0,4.0,1.7312286821779446
VST-CA,mixed,zipfian,900,8,False,0,8,16,0.1,1,377.3835567280309,0.050218427210213495,0.0005136795650472054,0.625,1.0,3,53.08629253290792,1.0,4.0,1.6069395836943146
VST-CA,mixed,uniform,900,8,False,0,8,16,0.1,1,415.94194576719775,0.05542080660172388,0.0005282967283625241,0.625,1.125,3,88.25530803403535,1.0,4.0,1.7159278246345047
VST-CA,pure,zipfian,900,8,False,0,8,16,0.1,1,377.3835567280309,0.050218427210213495,0.0005136795650472054,0.625,1.0,3,60.00284292529841,1.0,4.0,1.6069395836943146
VST-CA,pure,uniform,900,8,False,0,8,16,0.1,1,406.7795092718141,0.055258333237536185,0.0005282967283625241,0.625,1.0,3,101.96080817079292,1.0,4.0,1.7269758370466013
VST-NCA,N/A,zipfian,900,8,False,1,8,16,0.1,1,385.25345743707106,0.049014467016717654,0.0006453253504198032,0.625,1.375,0,18.217370889368794,1.0,4.0,1.5981381936557415
VST-NCA,N/A,uniform,900,8,False,1,8,16,0.1,1,463.9917162086032,0.05439092806995757,0.0008571639162668681,0.875,1.5,0,28.77497784416937,1.0,4.0,1.6635444239222443
VST-CA,mixed,zipfian,900,8,False,1,8,16,0.1,1,385.25345743707106,0.049014467016717654,0.0006453253504198032,0.625,1.375,2,36.09495011281888,1.0,4.0,1.5981381936557415
VST-CA,mixed,uniform,900,8,False,1,8,16,0.1,1,463.9917162086032,0.05439092806995757,0.0008571639162668681,0.875,1.5,2,53.23718874714723,1.0,4.0,1.6635444239222443
VST-CA,pure,zipfian,900,8,False,1,8,16,0.1,1,385.25345743707106,0.049014467016717654,0.0006453253504198032,0.625,1.375,2,37.350396187811384,1.0,4.0,1.5981381936557415
VST-CA,pure,uniform,900,8,False,1,8,16,0.1,1,463.9917162086032,0.05439092806995757,0.0008571639162668681,0.875,1.5,2,54.76674978203346,1.0,4.0,1.6635444239222443
VST-NCA,N/A,zipfian,900,8,False,2,8,16,0.1,1,401.2796630016667,0.051365670154689076,0.0006164154780566464,0.75,1.375,0,23.514336502801598,1.0,4.0,1.6454965773432966
VST-NCA,N/A,uniform,900,8,False,2,8,16,0.1,1,413.7036561242028,0.05358660829269086,0.0006164154780566464,0.75,1.25,0,36.12167001847911,1.0,4.0,1.7346085344097426
VST-CA,mixed,zipfian,900,8,False,2,8,16,0.1,1,393.7334557423195,0.05088257339846196,0.0006164154780566464,0.75,1.375,4,73.76885067303965,1.0,4.0,1.6465833609200526
VST-CA,mixed,uniform,900,8,False,2,8,16,0.1,1,395.79221923350696,0.053197966901787686,0.0005002606837015659,0.5,1.0,4,95.22896786929914,1.0,4.0,1.7315121782229999
VST-CA,pure,zipfian,900,8,False,2,8,16,0.1,1,393.7334557423195,0.05088257339846196,0.0006164154780566464,0.75,1.375,4,87.41827025956309,1.0,4.0,1.6465833609200526
VST-CA,pure,uniform,900,8,False,2,8,16,0.1,1,396.4319947613393,0.053119303899371924,0.0005002606837015659,0.5,1.0,3,106.05029206695554,1.0,4.0,1.7322760900316914
VST-NCA,N/A,zipfian,900,8,False,3,8,16,0.1,1,421.2240297554457,0.05252024221046069,0.0005077033210684207,0.5,1.625,0,19.685541159040895,1.0,4.0,1.678972459724148
VST-NCA,N/A,uniform,900,8,False,3,8,16,0.1,1,450.0475677383492,0.05439474542653801,0.0008218873040755285,1.0,1.25,0,27.166220813189284,1.0,4.0,1.6945726118986495
VST-CA,mixed,zipfian,900,8,False,3,8,16,0.1,1,421.2240297554457,0.05252024221046069,0.0005077033210684207,0.5,1.625,2,39.86624960165727,1.0,4.0,1.678972459724148
VST-CA,mixed,uniform,900,8,False,3,8,16,0.1,1,450.0475677383492,0.05439474542653801,0.0008218873040755285,1.0,1.25,2,52.83740212049406,1.0,4.0,1.6945726118986495
VST-CA,pure,zipfian,900,8,False,3,8,16,0.1,1,421.2240297554457,0.05252024221046069,0.0005077033210684207,0.5,1.625,2,41.91740121732619,1.0,4.0,1.678972459724148
VST-CA,pure,uniform,900,8,False,3,8,16,0.1,1,450.0475677383492,0.05439474542653801,0.0008218873040755285,1.0,1.25,2,55.23068234825632,1.0,4.0,1.6945726118986495
VST-NCA,N/A,zipfian,900,8,False,4,8,16,0.1,1,374.9436512563305,0.049750682733984246,0.0005136795650472054,0.625,1.125,0,21.74693500323565,1.0,4.0,1.6447090120578622
VST-NCA,N/A,uniform,900,8,False,4,8,16,0.1,1,443.95072099556154,0.054702679583404135,0.0007191513910660874,0.875,1.375,0,32.398894748645034,1.0,4.0,1.698147835814551
VST-CA,mixed,zipfian,900,8,False,4,8,16,0.1,1,374.9436512563305,0.049750682733984246,0.0005136795650472054,0.625,1.125,2,41.11886096196622,1.0,4.0,1.6447090120578622
VST-CA,mixed,uniform,900,8,False,4,8,16,0.1,1,402.62945736636215,0.0540454563799147,0.0006164154780566464,0.75,1.125,3,79.30482727689287,1.0,4.0,1.7099794356583353
VST-CA,pure,zipfian,900,8,False,4,8,16,0.1,1,369.58611101220987,0.0497280624206056,0.0006164154780566464,0.75,1.0,3,59.96824288229527,1.0,4.0,1.6485396157835517
VST-CA,pure,uniform,900,8,False,4,8,16,0.1,1,402.62945736636215,0.0540454563799147,0.0006164154780566464,0.75,1.125,3,92.89136433216663,1.0,4.0,1.7099794356583353
VST-NCA,N/A,zipfian,900,4,False,0,16,4,0.1,1,366.1830290779069,0.07363193212315886,0.0007347119282287441,0.75,1.5,0,3.1014534327296133,1.0,4.0,1.3899826266395359
VST-NCA,N/A,uniform,900,4,False,0,16,4,0.1,1,392.62768143624135,0.07153249312024937,0.0008532192185099945,0.75,1.75,0,3.4085001413764076,1.0,4.0,1.3649088858678686
VST-CA,mixed,zipfian,900,4,False,0,16,4,0.1,1,363.08247146738023,0.07347971765593223,0.0007347119282287441,0.75,1.5,3,7.1240264648636185,1.0,4.0,1.3949739622251975
VST-CA,mixed,uniform,900,4,False,0,16,4,0.1,1,392.62768143624135,0.07153249312024937,0.0008532192185099945,0.75,1.75,2,5.542284921668397,1.0,4.0,1.3649088858678686
VST-CA,pure,zipfian,900,4,False,0,16,4,0.1,1,363.08247146738023,0.07347971765593223,0.0007347119282287441,0.75,1.5,3,8.709057898688116,1.0,4.0,1.3949739622251975
VST-CA,pure,uniform,900,4,False,0,16,4,0.1,1,392.62768143624135,0.07153249312024937,0.0008532192185099945,0.75,1.75,2,5.784736672761483,1.0,4.0,1.3649088858678686
VST-NCA,N/A,zipfian,900,4,False,1,16,4,0.1,1,436.8720863583633,0.07244275013562086,0.0008218873040755285,1.0,2.0,0,3.847213291753178,1.0,4.0,1.3859160617329274
VST-NCA,N/A,uniform,900,4,False,1,16,4,0.1,1,627.816003025782,0.06898962013427663,0.0010325205606716852,1.0,2.25,0,4.0745477619148005,1.0,4.0,1.3179723143713953
