Algorithm,Strategy,POIs dist,Net size,Cap,Merge cells,Sample,Num queries,Num users query,Prop POIs,Num POIs query,Cost,WARL,MWRL,MRL1,MRL2,Num it,Elapsed time,Alpha,Beta,Entropy
VST-CA,pure,zipfian,900,8,False,4,32,4,0.1,1,762.5223530616995,0.07039247639119658,0.0015487808410075278,1.5,1.625,3,11.206807420549012,1.0,4.0,1.882652032409134
VST-CA,pure,uniform,900,8,False,4,32,4,0.1,1,748.5212149262426,0.07029739446476874,0.0009246232170849696,1.125,1.875,2,8.399403806748523,1.0,4.0,1.9068129649495877
VST-NCA,N/A,zipfian,900,16,False,0,32,8,0.1,1,910.9717091917727,0.05864949925344422,0.0009034554905877246,0.875,1.0,0,40.6827018258864,1.0,4.0,2.391853786880669
VST-NCA,N/A,uniform,900,16,False,0,32,8,0.1,1,907.6790619570147,0.05833678199417978,0.0009034554905877246,0.875,1.125,0,44.70382517138387,1.0,4.0,2.396940003905861
VST-CA,mixed,zipfian,900,16,False,0,32,8,0.1,1,901.5436922979472,0.05861726999133764,0.0008389229555457442,0.8125,1.0,3,89.24341136667135,1.0,4.0,2.3985845526192313
VST-CA,mixed,uniform,900,16,False,0,32,8,0.1,1,904.5153709685696,0.0582397940065151,0.0009034554905877246,0.875,1.125,3,98.29888022612067,1.0,4.0,2.398359223753597
VST-CA,pure,zipfian,900,16,False,0,32,8,0.1,1,898.6238650733683,0.05860812603093398,0.0008389229555457442,0.8125,1.0,3,117.94755367304424,1.0,4.0,2.3988199656333236
VST-CA,pure,uniform,900,16,False,0,32,8,0.1,1,903.1484110966567,0.05823315652075246,0.0009034554905877246,0.875,1.125,4,169.34629601215602,1.0,4.0,2.3954976498650176
VST-NCA,N/A,zipfian,900,16,False,1,32,8,0.1,1,864.7693502647594,0.057478712951691775,0.0009034554905877246,0.875,1.0,0,33.86123599512939,1.0,4.0,2.407641506033952
VST-NCA,N/A,uniform,900,16,False,1,32,8,0.1,1,851.2968931750521,0.05734534734807259,0.0006164154780566464,0.75,1.0,0,41.20025073164288,1.0,4.0,2.412790723447607
VST-CA,mixed,zipfian,900,16,False,1,32,8,0.1,1,857.2696247581833,0.057422472982619724,0.0008389229555457442,0.8125,1.0625,3,76.24099026169642,1.0,4.0,2.4083197152344598
VST-CA,mixed,uniform,900,16,False,1,32,8,0.1,1,851.2968931750521,0.05734534734807259,0.0006164154780566464,0.75,1.0,2,67.57203403094354,1.0,4.0,2.412790723447607
VST-CA,pure,zipfian,900,16,False,1,32,8,0.1,1,857.2696247581833,0.057422472982619724,0.0008389229555457442,0.8125,1.0625,3,102.62126179698498,1.0,4.0,2.4083197152344598
VST-CA,pure,uniform,900,16,False,1,32,8,0.1,1,849.6983662899511,0.057305709975404934,0.0006164154780566464,0.75,1.0,3,118.4685017732354,1.0,4.0,2.4172675467680884
VST-NCA,N/A,zipfian,900,16,False,2,32,8,0.1,1,866.294817946407,0.0575940767806584,0.0008389229555457442,0.8125,1.0,0,31.77646345224639,1.0,4.0,2.387493378864824
VST-NCA,N/A,uniform,900,16,False,2,32,8,0.1,1,897.1331354250054,0.05555682920601015,0.0009246232170849696,1.125,1.25,0,31.81993198532291,1.0,4.0,2.3679189171649506
VST-CA,mixed,zipfian,900,16,False,2,32,8,0.1,1,866.294817946407,0.0575940767806584,0.0008389229555457442,0.8125,1.0,2,53.73598101705829,1.0,4.0,2.387493378864824
VST-CA,mixed,uniform,900,16,False,2,32,8,0.1,1,897.1331354250054,0.05555682920601015,0.0009246232170849696,1.125,1.25,2,54.715581231970646,1.0,4.0,2.3679189171649506
VST-CA,pure,zipfian,900,16,False,2,32,8,0.1,1,866.294817946407,0.0575940767806584,0.0008389229555457442,0.8125,1.0,2,63.63874322175252,1.0,4.0,2.387493378864824
VST-CA,pure,uniform,900,16,False,2,32,8,0.1,1,897.1331354250054,0.05555682920601015,0.0009246232170849696,1.125,1.25,2,62.23526284486434,1.0,4.0,2.3679189171649506
VST-NCA,N/A,zipfian,900,16,False,3,32,8,0.1,1,923.024479598619,0.059648832782954304,0.0010325205606716852,1.0,1.0,0,36.19215968413846,1.0,4.0,2.4403818641263815
VST-NCA,N/A,uniform,900,16,False,3,32,8,0.1,1,863.6554100726553,0.05696036372615333,0.0005136795650472054,0.625,1.25,0,29.660726629128476,1.0,4.0,2.408786137752466
VST-CA,mixed,zipfian,900,16,False,3,32,8,0.1,1,923.024479598619,0.059648832782954304,0.0010325205606716852,1.0,1.0,2,61.22156907923636,1.0,4.0,2.4403818641263815
VST-CA,mixed,uniform,900,16,False,3,32,8,0.1,1,854.351837581005,0.05692906658273766,0.0005650475215519258,0.6875,1.1875,3,66.52685820319857,1.0,4.0,2.4068057788322768
VST-CA,pure,zipfian,900,16,False,3,32,8,0.1,1,914.9269289908522,0.05964579641238381,0.0010325205606716852,1.0,1.0,3,109.95082047132018,1.0,4.0,2.445180679847226
VST-CA,pure,uniform,900,16,False,3,32,8,0.1,1,851.3687401116108,0.05690497861114935,0.0005136795650472054,0.625,1.1875,4,115.36267772773317,1.0,4.0,2.409576670861598
VST-NCA,N/A,zipfian,900,16,False,4,32,8,0.1,1,857.352692252779,0.05759632784530592,0.0007098578854617836,0.6875,1.0,0,32.488707582553616,1.0,4.0,2.3892447025172485
VST-NCA,N/A,uniform,900,16,False,4,32,8,0.1,1,857.4584001682686,0.056998962612503874,0.0005280226155736349,0.5625,1.1875,0,34.92297827727998,1.0,4.0,2.401603959988817
VST-CA,mixed,zipfian,900,16,False,4,32,8,0.1,1,851.3600813433214,0.05754754314448401,0.0007098578854617836,0.6875,0.9375,3,72.32983270359728,1.0,4.0,2.3972450784343478
VST-CA,mixed,uniform,900,16,False,4,32,8,0.1,1,850.2345003966586,0.05696544087455486,0.0005280226155736349,0.5625,1.125,3,79.0830308662662,1.0,4.0,2.400132928874221
VST-CA,pure,zipfian,900,16,False,4,32,8,0.1,1,848.4391820723463,0.057531870940333185,0.0007098578854617836,0.6875,0.9375,3,92.64549080744655,1.0,4.0,2.3970181838391653
VST-CA,pure,uniform,900,16,False,4,32,8,0.1,1,850.2345003966586,0.05696544087455486,0.0005280226155736349,0.5625,1.125,3,101.55397734999315,1.0,4.0,2.400132928874221
VST-NCA,N/A,zipfian,900,32,False,0,32,16,0.1,1,1521.6850284648103,0.05115492530287776,0.0008389229555457442,0.8125,1.03125,0,88.06040857044354,1.0,4.0,3.02396815091807
VST-NCA,N/A,uniform,900,32,False,0,32,16,0.1,1,1550.6717395681653,0.052974778115352,0.000613059082898813,0.59375,0.9375,0,99.06395863492435,1.0,4.0,3.036955098082268
VST-CA,mixed,zipfian,900,32,False,0,32,16,0.1,1,1478.3892512207428,0.05082182384813545,0.0006775916179407934,0.65625,0.875,4,209.40769858012754,1.0,4.0,3.016200240010554
VST-CA,mixed,uniform,900,32,False,0,32,16,0.1,1,1517.6708013063153,0.052705580155293544,0.0005807928153778229,0.5625,0.84375,4,243.13263221527086,1.0,4.0,3.050279654527465
VST-CA,pure,zipfian,900,32,False,0,32,16,0.1,1,1466.5870067580563,0.05061673100613054,0.000613059082898813,0.59375,0.875,4,351.46765043513733,1.0,4.0,3.0171830134549853
VST-CA,pure,uniform,900,32,False,0,32,16,0.1,1,1492.6759762703718,0.05227154099943593,0.0004623116085424848,0.5625,0.8125,8,777.5838737371687,1.0,4.0,3.0543723005823153
VST-NCA,N/A,zipfian,900,32,False,1,32,16,0.1,1,1607.7283907204894,0.053545229900805534,0.0009679880256297049,0.9375,1.03125,0,93.05592300906756,1.0,4.0,3.0665502918370855
VST-NCA,N/A,uniform,900,32,False,1,32,16,0.1,1,1531.8898380662392,0.051945064551346065,0.000551033946171558,0.5625,1.0,0,89.00340586556013,1.0,4.0,3.034549375732502
VST-CA,mixed,zipfian,900,32,False,1,32,16,0.1,1,1583.6612707061604,0.05329572762072349,0.0009034554905877246,0.875,0.9375,3,199.8882391669922,1.0,4.0,3.0622294024313965
VST-CA,mixed,uniform,900,32,False,1,32,16,0.1,1,1517.6676102122838,0.05175600885095663,0.000551033946171558,0.5625,0.9375,3,189.9451941476782,1.0,4.0,3.032825311067269
VST-CA,pure,zipfian,900,32,False,1,32,16,0.1,1,1549.6718589516863,0.053003750462220674,0.0008389229555457442,0.8125,0.875,5,469.98782725072306,1.0,4.0,3.071256897857487
VST-CA,pure,uniform,900,32,False,1,32,16,0.1,1,1489.8960425428488,0.05148626950698201,0.00048799558679484505,0.59375,0.9375,4,351.2844208206825,1.0,4.0,3.0386765567392415
VST-NCA,N/A,zipfian,900,32,False,2,32,16,0.1,1,1543.0998946987725,0.05257794587985469,0.000806656688024754,0.78125,0.96875,0,88.60831417095687,1.0,4.0,3.0350161820229844
VST-NCA,N/A,uniform,900,32,False,2,32,16,0.1,1,1525.4763900087776,0.05132607141451835,0.0006420994563090067,0.78125,1.0625,0,89.90654473219729,1.0,4.0,3.017660992158852
VST-CA,mixed,zipfian,900,32,False,2,32,16,0.1,1,1516.839654294704,0.05238342946075579,0.0006453253504198032,0.625,0.875,4,229.58722520740776,1.0,4.0,3.0160382175463973
VST-CA,mixed,uniform,900,32,False,2,32,16,0.1,1,1490.4678289419005,0.05098376035522669,0.0005650475215519258,0.6875,0.96875,3,194.60868108279465,1.0,4.0,3.027255961341675
VST-CA,pure,zipfian,900,32,False,2,32,16,0.1,1,1516.3715591307614,0.05237281361493923,0.0006453253504198032,0.625,0.875,4,368.95746542433153,1.0,4.0,3.015859783788528
VST-CA,pure,uniform,900,32,False,2,32,16,0.1,1,1482.7397695708767,0.05088980651366264,0.0005136795650472054,0.625,0.90625,4,357.22411077761353,1.0,4.0,3.0200976905429657
VST-NCA,N/A,zipfian,900,32,False,3,32,16,0.1,1,1639.6544594592588,0.054769667236224694,0.001000254293150695,0.96875,1.03125,0,94.86193748951155,1.0,4.0,3.0919435909047586
VST-NCA,N/A,uniform,900,32,False,3,32,16,0.1,1,1537.8239891636158,0.05268032147585329,0.000520420949162027,0.53125,0.875,0,90.84829350073414,1.0,4.0,3.080166420099142
VST-CA,mixed,zipfian,900,32,False,3,32,16,0.1,1,1586.891271714599,0.05451379766913963,0.0007743904205037639,0.75,0.96875,5,240.00689281093946,1.0,4.0,3.1057064833394388
VST-CA,mixed,uniform,900,32,False,3,32,16,0.1,1,1517.461248885001,0.05258286865321043,0.00045919495514296505,0.46875,0.8125,4,220.47871783042865,1.0,4.0,3.0933785506748386
VST-CA,pure,zipfian,900,32,False,3,32,16,0.1,1,1572.3937475932023,0.054385241425507054,0.0006775916179407934,0.65625,0.9375,4,364.45237202089265,1.0,4.0,3.1051069824338886
VST-CA,pure,uniform,900,32,False,3,32,16,0.1,1,1507.072556840085,0.052375119874505514,0.00047247137499184473,0.53125,0.78125,4,388.66748858339633,1.0,4.0,3.088719920834403
VST-NCA,N/A,zipfian,900,32,False,4,32,16,0.1,1,1593.6914553728961,0.05449115037276214,0.0008389229555457442,0.8125,0.90625,0,94.13517032150048,1.0,4.0,3.1035664982174263
VST-NCA,N/A,uniform,900,32,False,4,32,16,0.1,1,1596.0670304879156,0.05390786865328219,0.0006420994563090067,0.78125,1.0625,0,92.4196142345354,1.0,4.0,3.078638829760068
VST-CA,mixed,zipfian,900,32,False,4,32,16,0.1,1,1582.992062512604,0.0544647575352292,0.0007743904205037639,0.75,0.875,3,206.6307973994917,1.0,4.0,3.1103193518113015
VST-CA,mixed,uniform,900,32,False,4,32,16,0.1,1,1534.0424284052237,0.05316939146406412,0.00048799558679484505,0.59375,0.875,6,252.27965301942822,1.0,4.0,3.0857230081168043
VST-CA,pure,zipfian,900,32,False,4,32,16,0.1,1,1548.842145159034,0.054097540646293574,0.0006453253504198032,0.625,0.75,6,541.1239684773973,1.0,4.0,3.1063437353899648
VST-CA,pure,uniform,900,32,False,4,32,16,0.1,1,1527.02445129594,0.05290495963430412,0.0004623116085424848,0.5625,0.875,5,445.4533962950627,1.0,4.0,3.0786135144573605
VST-NCA,N/A,zipfian,900,1,False,0,4,8,0.1,1,908.1411128165777,0.11394588935379722,0.0016062421774329998,2.0,3.0,0,7.502352084495435,1.0,4.0,0.7881710929577566
VST-NCA,N/A,uniform,900,1,False,0,4,8,0.1,1,2600.044586988749,0.11444846333316668,0.002126042404437567,3.0,4.0,0,8.969720792919578,1.0,4.0,0.8036028057943014
VST-CA,mixed,zipfian,900,1,False,0,4,8,0.1,1,908.1411128165777,0.11394588935379722,0.0016062421774329998,2.0,3.0,2,15.437426649704904,1.0,4.0,0.7881710929577566
VST-CA,mixed,uniform,900,1,False,0,4,8,0.1,1,2600.044586988749,0.11444846333316668,0.002126042404437567,3.0,4.0,2,13.966140964962744,1.0,4.0,0.8036028057943014
VST-CA,pure,zipfian,900,1,False,0,4,8,0.1,1,908.1411128165777,0.11394588935379722,0.0016062421774329998,2.0,3.0,2,17.26464658179286,1.0,4.0,0.7881710929577566
VST-CA,pure,uniform,900,1,False,0,4,8,0.1,1,1181.061682121012,0.12912341646327594,0.002126042404437567,3.0,3.0,3,24.864962074658088,1.0,4.0,0.8272737538695749
VST-NCA,N/A,zipfian,900,1,False,1,4,8,0.1,1,1015.3383265023494,0.12347802259806122,0.0020650411213433703,2.0,4.0,0,8.335075694168978,1.0,4.0,0.8336078428089809
VST-NCA,N/A,uniform,900,1,False,1,4,8,0.1,1,2178.343993443993,0.1217745520386587,0.0022565645506893986,4.0,4.0,0,5.41731167031098,1.0,4.0,0.8477252007771473
VST-CA,mixed,zipfian,900,1,False,1,4,8,0.1,1,662.6668550727723,0.12813779852004023,0.0013031569025463133,3.0,3.0,3,18.993760959246103,1.0,4.0,0.8324467937424811
VST-CA,mixed,uniform,900,1,False,1,4,8,0.1,1,698.4759466193817,0.13268883594124026,0.0015979870879954062,2.0,3.0,3,17.181139499881198,1.0,4.0,0.8555106972952392
VST-CA,pure,zipfian,900,1,False,1,4,8,0.1,1,662.6668550727723,0.12813779852004023,0.0013031569025463133,3.0,3.0,3,24.187118366785597,1.0,4.0,0.8324467937424811
VST-CA,pure,uniform,900,1,False,1,4,8,0.1,1,698.4759466193817,0.13268883594124026,0.0015979870879954062,2.0,3.0,3,23.460417396855433,1.0,4.0,0.8555106972952392
VST-NCA,N/A,zipfian,900,1,False,2,4,8,0.1,1,4244.651857225195,0.12260124864090186,0.0030462199264105244,3.0,5.0,0,12.479781105015292,1.0,4.0,0.824429728035252
VST-NCA,N/A,uniform,900,1,False,2,4,8,0.1,1,890.528955494226,0.11564796836130334,0.002030813284273683,2.0,4.0,0,7.257277555207423,1.0,4.0,0.8119837655647123
VST-CA,mixed,zipfian,900,1,False,2,4,8,0.1,1,1057.61749424071,0.14437868240014076,0.002016876191215825,3.0,3.0,3,25.00366706573675,1.0,4.0,0.8642820887444116
VST-CA,mixed,uniform,900,1,False,2,4,8,0.1,1,583.5094833451562,0.12759189975839225,0.0020245195876213615,2.0,3.0,3,19.277930329856304,1.0,4.0,0.8279700917785369
VST-CA,pure,zipfian,900,1,False,2,4,8,0.1,1,397.30515238120796,0.15435542361238427,0.0012523408984510688,2.0,2.0,4,48.38622679667489,1.0,4.0,0.8435795199785091
VST-CA,pure,uniform,900,1,False,2,4,8,0.1,1,583.5094833451562,0.12759189975839225,0.0020245195876213615,2.0,3.0,3,25.91969916308176,1.0,4.0,0.8279700917785369
VST-NCA,N/A,zipfian,900,1,False,3,4,8,0.1,1,1178.0661840552664,0.12355219546498444,0.002030813284273683,2.0,4.0,0,9.130574943154329,1.0,4.0,0.8511689347827869
VST-NCA,N/A,uniform,900,1,False,3,4,8,0.1,1,2658.642796758729,0.12908807314431905,0.002126042404437567,3.0,5.0,0,9.957823612393327,1.0,4.0,0.8985640750335849
VST-CA,mixed,zipfian,900,1,False,3,4,8,0.1,1,1178.0661840552664,0.12355219546498444,0.002030813284273683,2.0,4.0,2,16.81866755067614,1.0,4.0,0.8511689347827869
VST-CA,mixed,uniform,900,1,False,3,4,8,0.1,1,1816.7639190118487,0.1398947766309222,0.002126042404437567,3.0,5.0,3,25.46882250036822,1.0,4.0,0.9005054507837926
VST-CA,pure,zipfian,900,1,False,3,4,8,0.1,1,1178.0661840552664,0.12355219546498444,0.002030813284273683,2.0,4.0,2,22.48388743863211,1.0,4.0,0.8511689347827869
VST-CA,pure,uniform,900,1,False,3,4,8,0.1,1,1816.7639190118487,0.1398947766309222,0.002126042404437567,3.0,5.0,3,31.640688624244774,1.0,4.0,0.9005054507837926
VST-NCA,N/A,zipfian,900,1,False,4,4,8,0.1,1,778.2001261786571,0.13044257768071707,0.001404272959403932,2.0,3.0,0,10.634886285553932,1.0,4.0,0.8430789879911473
VST-NCA,N/A,uniform,900,1,False,4,4,8,0.1,1,3090.9519007809886,0.12264470529744524,0.002610063024645465,5.0,5.0,0,7.375850119336178,1.0,4.0,0.8482010129159407
VST-CA,mixed,zipfian,900,1,False,4,4,8,0.1,1,778.2001261786571,0.13044257768071707,0.001404272959403932,2.0,3.0,2,17.32006207224623,1.0,4.0,0.8430789879911473
VST-CA,mixed,uniform,900,1,False,4,4,8,0.1,1,3090.9519007809886,0.12264470529744524,0.002610063024645465,5.0,5.0,2,15.226199865859087,1.0,4.0,0.8482010129159407
VST-CA,pure,zipfian,900,1,False,4,4,8,0.1,1,778.2001261786571,0.13044257768071707,0.001404272959403932,2.0,3.0,2,19.083341330129826,1.0,4.0,0.8430789879911473
VST-CA,pure,uniform,900,1,False,4,4,8,0.1,1,2312.1396470370314,0.13083300976349654,0.002610063024645465,5.0,5.0,3,22.391971661063792,1.0,4.0,0.851561976195732
VST-NCA,N/A,zipfian,900,2,False,0,4,16,0.1,1,865.732085218403,0.11665220140581804,0.001643774608151057,2.0,3.0,0,22.937785094347646,1.0,4.0,1.2193953190264115
VST-NCA,N/A,uniform,900,2,False,0,4,16,0.1,1,1046.294202815831,0.11054667400586371,0.0020245195876213615,2.0,3.0,0,18.479180190660713,1.0,4.0,1.1661067404625103
VST-CA,mixed,zipfian,900,2,False,0,4,16,0.1,1,463.17723311476533,0.1253356211824657,0.0012669755062013925,1.5,2.0,3,47.618376792287336,1.0,4.0,1.2306085422516782
VST-CA,mixed,uniform,900,2,False,0,4,16,0.1,1,1046.294202815831,0.11054667400586371,0.0020245195876213615,2.0,3.0,2,38.25656733704625,1.0,4.0,1.1661067404625103
VST-CA,pure,zipfian,900,2,False,0,4,16,0.1,1,352.4429439559262,0.12691569526886243,0.0013098238835908976,1.5,1.5,4,86.25585506623145,1.0,4.0,1.2154456502091209
VST-CA,pure,uniform,900,2,False,0,4,16,0.1,1,466.2893738710298,0.11465393509984687,0.001518389690716021,1.5,2.5,3,55.66339046039491,1.0,4.0,1.190877378281144
VST-NCA,N/A,zipfian,900,2,False,1,4,16,0.1,1,2322.653715281352,0.11116641816295932,0.002030813284273683,2.0,3.5,0,21.60826285461519,1.0,4.0,1.1800168415589911
VST-NCA,N/A,uniform,900,2,False,1,4,16,0.1,1,635.6768181132319,0.10842101032733929,0.001827072905920513,2.0,2.5,0,22.454075723419237,1.0,4.0,1.1699611064770983
VST-CA,mixed,zipfian,900,2,False,1,4,16,0.1,1,657.7846069364673,0.1274163779460891,0.0018642722391510019,2.0,2.0,3,51.57277452574715,1.0,4.0,1.2374471048199935
VST-CA,mixed,uniform,900,2,False,1,4,16,0.1,1,576.4853847380608,0.11185798937712722,0.001827072905920513,2.0,2.0,3,55.3202504032181,1.0,4.0,1.1815994479728782
VST-CA,pure,zipfian,900,2,False,1,4,16,0.1,1,433.11399070675657,0.1311169187076076,0.0012669755062013925,1.5,1.5,4,90.61964635856668,1.0,4.0,1.2268355035590874
VST-CA,pure,uniform,900,2,False,1,4,16,0.1,1,410.45661473056725,0.11282384217434642,0.001827072905920513,2.0,2.0,3,67.66967876483614,1.0,4.0,1.1616925666225049
VST-NCA,N/A,zipfian,900,2,False,2,4,16,0.1,1,1046.5846993922264,0.10069152177077449,0.0020547182601888215,2.5,3.5,0,16.87262668336848,1.0,4.0,1.1033781192955985
VST-NCA,N/A,uniform,900,2,False,2,4,16,0.1,1,841.3766942765925,0.1067515263580695,0.001518389690716021,1.5,3.0,0,21.37538416695884,1.0,4.0,1.1695112220939028
VST-CA,mixed,zipfian,900,2,False,2,4,16,0.1,1,357.97659578909594,0.10402216715538716,0.0015231099632052622,1.5,2.0,3,38.34690667661516,1.0,4.0,1.115130195491836
VST-CA,mixed,uniform,900,2,False,2,4,16,0.1,1,841.3766942765925,0.1067515263580695,0.001518389690716021,1.5,3.0,2,39.58247741952687,1.0,4.0,1.1695112220939028
VST-CA,pure,zipfian,900,2,False,2,4,16,0.1,1,357.97659578909594,0.10402216715538716,0.0015231099632052622,1.5,2.0,3,51.32615229561088,1.0,4.0,1.115130195491836
VST-CA,pure,uniform,900,2,False,2,4,16,0.1,1,347.7007084575591,0.125943218449917,0.0010373219867524533,1.0,1.5,5,121.08886040261768,1.0,4.0,1.1646214903195886
VST-NCA,N/A,zipfian,900,2,False,3,4,16,0.1,1,1052.758654607177,0.11229248181824626,0.001643774608151057,2.0,3.0,0,19.061286079878073,1.0,4.0,1.1890137448478273
VST-NCA,N/A,uniform,900,2,False,3,4,16,0.1,1,694.3685065490017,0.10791606108817962,0.0016237790875905057,1.5,3.0,0,18.714049439189466,1.0,4.0,1.1863892306521877
VST-CA,mixed,zipfian,900,2,False,3,4,16,0.1,1,570.0624081621759,0.12173783700801784,0.0017097323983501908,1.5,2.0,3,44.68942529290098,1.0,4.0,1.2244495006980782
VST-CA,mixed,uniform,900,2,False,3,4,16,0.1,1,694.3685065490017,0.10791606108817962,0.0016237790875905057,1.5,3.0,2,37.37962238357204,1.0,4.0,1.1863892306521877
VST-CA,pure,zipfian,900,2,False,3,4,16,0.1,1,570.0624081621759,0.12173783700801784,0.0017097323983501908,1.5,2.0,3,58.618906376927725,1.0,4.0,1.2244495006980782
VST-CA,pure,uniform,900,2,False,3,4,16,0.1,1,694.3685065490017,0.10791606108817962,0.0016237790875905057,1.5,3.0,2,38.37473655473377,1.0,4.0,1.1863892306521877
VST-NCA,N/A,zipfian,900,2,False,4,4,16,0.1,1,624.2697792843453,0.09443887926731784,0.0014080603081963595,1.5,3.0,0,17.982655076699984,1.0,4.0,1.0684196367852212
VST-NCA,N/A,uniform,900,2,False,4,4,16,0.1,1,1294.1461817930492,0.10164013227239034,0.001797289115822711,2.5,3.0,0,18.369738856271624,1.0,4.0,1.12509560901943
VST-CA,mixed,zipfian,900,2,False,4,4,16,0.1,1,419.880250783359,0.10392637002225596,0.001606307233202462,2.0,2.5,3,37.3134027506585,1.0,4.0,1.069020993145339
VST-CA,mixed,uniform,900,2,False,4,4,16,0.1,1,421.0858663880137,0.11292519822033915,0.0014838351406426867,1.5,2.5,3,46.81442574191897,1.0,4.0,1.1473125729764042
VST-CA,pure,zipfian,900,2,False,4,4,16,0.1,1,316.0888983930891,0.10814024251301582,0.0015757434108408094,1.5,2.5,4,75.9189047861214,1.0,4.0,1.0904091555453788
VST-CA,pure,uniform,900,2,False,4,4,16,0.1,1,372.8005275870407,0.11973699750076915,0.0014838351406426867,1.5,2.5,4,85.48706597280125,1.0,4.0,1.1179082420066087
VST-NCA,N/A,zipfian,900,2,False,0,8,8,0.1,1,825.3501824639926,0.11013205303201419,0.0014895995320176,2.0,2.5,0,7.601913996891199,1.0,4.0,1.1856781294253853
VST-NCA,N/A,uniform,900,2,False,0,8,8,0.1,1,710.8248694637708,0.1152078482351403,0.001643774608151057,2.0,2.5,0,11.586892164353912,1.0,4.0,1.228611097806325
VST-CA,mixed,zipfian,900,2,False,0,8,8,0.1,1,825.3501824639926,0.11013205303201419,0.0014895995320176,2.0,2.5,2,16.663276024954257,1.0,4.0,1.1856781294253853
VST-CA,mixed,uniform,900,2,False,0,8,8,0.1,1,513.7493775393694,0.11688737109621203,0.0012328309561132928,1.5,2.0,3,28.916914738412288,1.0,4.0,1.2276737680179477
VST-CA,pure,zipfian,900,2,False,0,8,8,0.1,1,825.3501824639926,0.11013205303201419,0.0014895995320176,2.0,2.5,2,17.412771200448333,1.0,4.0,1.1856781294253853
VST-CA,pure,uniform,900,2,False,0,8,8,0.1,1,513.7493775393694,0.11688737109621203,0.0012328309561132928,1.5,2.0,3,33.08165302250677,1.0,4.0,1.2276737680179477
VST-NCA,N/A,zipfian,900,2,False,1,8,8,0.1,1,896.1944486788544,0.104553903795717,0.0014895995320176,2.0,3.0,0,8.746839554841017,1.0,4.0,1.1374512577231415
VST-NCA,N/A,uniform,900,2,False,1,8,8,0.1,1,1130.5584875844224,0.1088197445050624,0.001643774608151057,2.0,2.5,0,12.10673183157769,1.0,4.0,1.1581285383895858
VST-CA,mixed,zipfian,900,2,False,1,8,8,0.1,1,896.1944486788544,0.104553903795717,0.0014895995320176,2.0,3.0,2,16.548315104913627,1.0,4.0,1.1374512577231415
VST-CA,mixed,uniform,900,2,False,1,8,8,0.1,1,1130.5584875844224,0.1088197445050624,0.001643774608151057,2.0,2.5,2,21.16078025470324,1.0,4.0,1.1581285383895858
VST-CA,pure,zipfian,900,2,False,1,8,8,0.1,1,896.1944486788544,0.104553903795717,0.0014895995320176,2.0,3.0,2,18.449841612113232,1.0,4.0,1.1374512577231415
VST-CA,pure,uniform,900,2,False,1,8,8,0.1,1,1130.5584875844224,0.1088197445050624,0.001643774608151057,2.0,2.5,2,21.800188023073588,1.0,4.0,1.1581285383895858
VST-NCA,N/A,zipfian,900,2,False,2,8,8,0.1,1,628.9686648082521,0.11052816309360901,0.0014694238564574881,1.5,2.5,0,10.535533743829546,1.0,4.0,1.1784813127253484
VST-NCA,N/A,uniform,900,2,False,2,8,8,0.1,1,731.083344235246,0.11261540806347084,0.00168930067493519,2.0,2.5,0,9.24704764260423,1.0,4.0,1.2012048644118118
VST-CA,mixed,zipfian,900,2,False,2,8,8,0.1,1,628.9686648082521,0.11052816309360901,0.0014694238564574881,1.5,2.5,2,18.78239100280871,1.0,4.0,1.1784813127253484
VST-CA,mixed,uniform,900,2,False,2,8,8,0.1,1,731.083344235246,0.11261540806347084,0.00168930067493519,2.0,2.5,2,16.593900950224906,1.0,4.0,1.2012048644118118
VST-CA,pure,zipfian,900,2,False,2,8,8,0.1,1,628.9686648082521,0.11052816309360901,0.0014694238564574881,1.5,2.5,2,18.083167367733495,1.0,4.0,1.1784813127253484
VST-CA,pure,uniform,900,2,False,2,8,8,0.1,1,731.083344235246,0.11261540806347084,0.00168930067493519,2.0,2.5,2,19.489051402039422,1.0,4.0,1.2012048644118118
VST-NCA,N/A,zipfian,900,2,False,3,8,8,0.1,1,739.1063990016481,0.10968393275232137,0.0014694238564574881,1.5,3.0,0,11.166749884666388,1.0,4.0,1.1356066894277448
VST-NCA,N/A,uniform,900,2,False,3,8,8,0.1,1,1321.2825594852484,0.11410699220326317,0.0015487808410075278,1.5,3.0,0,12.59055563794709,1.0,4.0,1.1713223232792547
VST-CA,mixed,zipfian,900,2,False,3,8,8,0.1,1,447.4356822516326,0.11410316566438289,0.0014080603081963595,1.5,2.0,3,22.083511700382132,1.0,4.0,1.1612452848104309
VST-CA,mixed,uniform,900,2,False,3,8,8,0.1,1,1321.2825594852484,0.11410699220326317,0.0015487808410075278,1.5,3.0,2,23.36281628185361,1.0,4.0,1.1713223232792547
VST-CA,pure,zipfian,900,2,False,3,8,8,0.1,1,447.4356822516326,0.11410316566438289,0.0014080603081963595,1.5,2.0,3,30.542551253478905,1.0,4.0,1.1612452848104309
VST-CA,pure,uniform,900,2,False,3,8,8,0.1,1,1321.2825594852484,0.11410699220326317,0.0015487808410075278,1.5,3.0,2,24.193041812041884,1.0,4.0,1.1713223232792547
VST-NCA,N/A,zipfian,900,2,False,4,8,8,0.1,1,992.0592024764926,0.10183363625059594,0.001198867728471715,3.0,3.0,0,7.904930320106359,1.0,4.0,1.1325895531025738
