Column 0,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
Hotspot,1,6400,466,40,15,8,.08285114489990520000,536.56395420531560000000,0
eVST-RS,1,6400,463,40,10,9,1.08953467532410290000,1273.01002352139590000000,0
Hotspot,1,6400,463,40,10,9,.16721102839801460000,1280.97305578303170000000,0
eVST-RS,1,6400,463,40,15,9,.18286369797715452000,546.96606172394930000000,0
Hotspot,1,6400,463,40,15,9,.09746522440400440000,619.96109270474630000000,0
eVST-RS,1,6400,463,40,10,10,1.17582765483530240000,1209.17938926589140000000,0
Hotspot,1,6400,463,40,10,10,.20292850031546550000,1248.61863815655100000000,0
eVST-RS,1,6400,463,40,15,10,.13087695529975463000,444.45508540698660000000,0
Hotspot,1,6400,463,40,15,10,.06581329378968803000,470.22554315845510000000,0
eVST-RS,1,6400,456,50,10,1,2.62131924229470300000,1615.84931425940610000000,0
Hotspot,1,6400,456,50,10,1,.30658618481538724000,1571.85039691493970000000,0
eVST-RS,1,6400,456,50,15,1,.48973923533776540000,1037.87619539944760000000,0
Hotspot,1,6400,456,50,15,1,.12273087214271072000,858.86511701075340000000,0
eVST-RS,1,6400,458,50,10,2,.79141076927771790000,1347.65698408875480000000,0
Hotspot,1,6400,458,50,10,2,.22957064505317248000,1347.40532442079030000000,0
eVST-RS,1,6400,458,50,15,2,.43945702779456040000,942.29463222685460000000,0
Hotspot,1,6400,458,50,15,2,.14468732162640663000,904.74983863803910000000,0
eVST-RS,1,6400,463,50,15,3,.43033156721503474000,1025.93653361316520000000,0
Hotspot,1,6400,463,50,15,3,.11802741308929399000,910.57546411114440000000,0
eVST-RS,1,6400,463,50,10,4,2.15487426783511200000,1550.34880301078350000000,0
Hotspot,1,6400,463,50,10,4,.21123801042267587000,1585.40509724670800000000,0
eVST-RS,1,6400,463,50,15,4,.67894697782321600000,1007.67750411330920000000,0
Hotspot,1,6400,463,50,15,4,.15181494701391784000,1005.74649225886420000000,0
eVST-RS,1,6400,462,50,15,5,.53403267433895960000,1133.25144076873130000000,0
Hotspot,1,6400,462,50,15,5,.13277886597643374000,1045.07130784153200000000,0
eVST-RS,1,6400,465,50,15,6,.21088312921347097000,861.58729054580250000000,0
Hotspot,1,6400,465,50,15,6,.10916801474377280000,925.07232863429690000000,0
eVST-RS,1,6400,464,50,10,7,3.02371348651649900000,1636.56209336166030000000,0
Hotspot,1,6400,464,50,10,7,.21508249113685451000,1581.41791934054940000000,0
eVST-RS,1,6400,464,50,15,7,.40133275857078843000,897.75528727857080000000,0
Hotspot,1,6400,464,50,15,7,.11734330948092975000,929.95109744855020000000,0
eVST-RS,1,6400,460,50,15,8,.45157233300415100000,820.00559692346610000000,0
Hotspot,1,6400,460,50,15,8,.09904422869294649000,775.18378314327310000000,0
eVST-RS,1,6400,463,50,15,9,.23100872321083443000,802.94610992653750000000,0
Hotspot,1,6400,463,50,15,9,.09782642163918354000,826.91474518395560000000,0
eVST-RS,1,6400,462,50,15,10,.71803799241752130000,1121.11078540036210000000,0
Hotspot,1,6400,462,50,15,10,.16353313264698954000,1002.93578749829780000000,0
eVST-RS,1,6400,462,60,10,1,1.82367614305985630000,2117.52124752464030000000,0
Hotspot,1,6400,462,60,10,1,.25239120462356370000,1877.47032921105480000000,0
eVST-RS,1,6400,462,60,15,1,2.56084179876779670000,1383.43045670583520000000,0
Hotspot,1,6400,462,60,15,1,.24293257414683467000,1337.04972124614910000000,0
eVST-RS,1,6400,461,60,15,2,.58088252129527970000,1204.55139871981780000000,0
Hotspot,1,6400,461,60,15,2,.13603319382673362000,1106.02125232911860000000,0
eVST-RS,1,6400,463,60,15,3,.36933305227285020000,1326.75057812747350000000,0
Hotspot,1,6400,463,60,15,3,.14440270610066364000,1286.24279813768160000000,0
eVST-RS,1,6400,464,60,10,4,1.64935643732314930000,1717.03485054611380000000,0
Hotspot,1,6400,464,60,10,4,.29418902733596040000,1695.49284738267800000000,0
eVST-RS,1,6400,464,60,15,4,1.19309683007304560000,1456.96326610490540000000,0
Hotspot,1,6400,464,60,15,4,.15856203236762667000,1259.37570725940900000000,0
eVST-RS,1,6400,464,60,15,5,1.03860152326524260000,1296.38435570406860000000,0
Hotspot,1,6400,464,60,15,5,.15190850301587489000,1216.18949953224930000000,0
eVST-RS,1,6400,462,60,10,7,3.20132107393874300000,2169.39899215523600000000,0
Hotspot,1,6400,462,60,10,7,.28231215177947890000,1977.93137933804500000000,0
eVST-RS,1,6400,462,60,15,7,1.44085642035497590000,1464.62070802889480000000,0
Hotspot,1,6400,462,60,15,7,.19802727098431205000,1480.47322944540020000000,0
eVST-RS,1,6400,463,60,15,8,.62236099038273100000,1169.87212266362740000000,0
Hotspot,1,6400,463,60,15,8,.13104827726783697000,1080.08410206697500000000,0
eVST-RS,1,6400,457,60,15,9,.54127201428491390000,1183.76675001149760000000,0
Hotspot,1,6400,457,60,15,9,.15318039097473957000,1152.78131564141220000000,0
eVST-RS,1,6400,461,60,15,10,2.66144726796483160000,1468.39129570760800000000,0
Hotspot,1,6400,461,60,15,10,.20173911532765487000,1439.82090196658440000000,0
eVST-RS,1,6400,463,70,15,1,1.82125710848049500000,1820.18605460903380000000,0
Hotspot,1,6400,463,70,15,1,.22764820731390500000,1876.16842879147600000000,0
eVST-RS,1,6400,460,70,15,3,.59657150797283980000,1537.21542864718300000000,0
Hotspot,1,6400,460,70,15,3,.19677433107426623000,1461.29255824636900000000,0
eVST-RS,1,6400,462,70,15,5,1.39560768374940380000,1840.03736569451780000000,0
Hotspot,1,6400,462,70,15,5,.21766021563962568000,1678.73204434902530000000,0
eVST-RS,1,6400,460,70,15,7,.64698200961720430000,1625.10562259224410000000,0
Hotspot,1,6400,460,70,15,7,.18602723308868008000,1620.70696604466730000000,0
eVST-RS,1,6400,464,70,15,8,1.54704090647283000000,1913.00687868528830000000,0
Hotspot,1,6400,464,70,15,8,.34547034985735080000,1769.14700112089050000000,0
eVST-RS,1,6400,460,70,15,9,.63280886705615560000,1456.21293101915720000000,0
Hotspot,1,6400,460,70,15,9,.17548422140680486000,1560.46996491021240000000,0
eVST-RS,1,6400,463,70,15,10,1.29030625577433970000,1676.13904911438320000000,0
Hotspot,1,6400,463,70,15,10,.28707087597285863000,1527.48441668082570000000,0
eVST-RS,1,6400,626,30,5,1,2.76372292896121500000,1450.61450300543580000000,0
Hotspot,1,6400,626,30,5,1,.23687038190109888000,1401.38106251800130000000,0
eVST-RS,1,6400,626,30,10,1,.98615292183239940000,864.99438387816840000000,0
Hotspot,1,6400,626,30,10,1,.13409654505812796000,830.98947176804100000000,0
eVST-RS,1,6400,624,30,5,2,4.04186611464683700000,1491.62268633949320000000,0
Hotspot,1,6400,624,30,5,2,.37608369038935050000,1577.01201771375920000000,0
eVST-RS,1,6400,624,30,10,2,.38165007528004935000,721.87786688127040000000,0
Hotspot,1,6400,624,30,10,2,.15022015266731614000,793.07168619597840000000,0
eVST-RS,1,6400,623,30,10,3,.24305928924150066000,700.37369125011100000000,0
Hotspot,1,6400,623,30,10,3,.09891711884847610000,652.18580860625660000000,0
eVST-RS,1,6400,626,30,10,4,.57848243475746130000,993.79037815287690000000,0
Hotspot,1,6400,626,30,10,4,.14634922364348313000,911.39898618182090000000,0
eVST-RS,1,6400,624,30,10,5,.21320229177217698000,656.63761583309770000000,0
Hotspot,1,6400,624,30,10,5,.08880872810550500000,654.43317836388260000000,0
eVST-RS,1,6400,624,30,10,6,.38158928361372090000,824.65476066432530000000,0
Hotspot,1,6400,624,30,10,6,.12670167318719905000,772.10454719159880000000,0
eVST-RS,1,6400,627,30,5,7,7.55990821247542000000,1678.86489266137350000000,0
Hotspot,1,6400,627,30,5,7,.33558104594703764000,1642.76106611729230000000,0
eVST-RS,1,6400,627,30,10,7,.30857138797000516000,709.86786058921400000000,0
Hotspot,1,6400,627,30,10,7,.10938947009708500000,734.81703973450070000000,0
eVST-RS,1,6400,624,30,10,8,.26117638978030300000,546.37475462009230000000,0
Hotspot,1,6400,624,30,10,8,.08596612561814254000,562.98150908661970000000,0
eVST-RS,1,6400,625,30,5,9,3.02337439534312600000,1416.44851816171040000000,0
Hotspot,1,6400,625,30,5,9,.21845800756273093000,1312.83833944416410000000,0
eVST-RS,1,6400,625,30,10,9,.43984546285355464000,738.17298848101970000000,0
Hotspot,1,6400,625,30,10,9,.12050763409206411000,759.09641128941270000000,0
eVST-RS,1,6400,624,30,10,10,.60991330476826990000,1019.13672348536500000000,0
Hotspot,1,6400,624,30,10,10,.13713218081829837000,826.34278179378740000000,0
eVST-RS,1,6400,623,40,10,1,1.11609036957815990000,1401.19169718047060000000,0
Hotspot,1,6400,623,40,10,1,.27488806833571290000,1323.35177968822880000000,0
eVST-RS,1,6400,623,40,15,1,.11360185880039353000,417.93023336911557000000,0
Hotspot,1,6400,623,40,15,1,.07740673808439169000,431.49446257428460000000,0
eVST-RS,1,6400,622,40,10,2,1.31208269877242860000,1227.44402624447230000000,0
Hotspot,1,6400,622,40,10,2,.18405545147834346000,1171.33836568418800000000,0
eVST-RS,1,6400,622,40,15,2,.25909368311840810000,464.14976278613430000000,0
Hotspot,1,6400,622,40,15,2,.05831973416206892600,416.89403958534470000000,0
eVST-RS,1,6400,624,40,15,3,.11149309856409673000,379.63337480470430000000,0
Hotspot,1,6400,624,40,15,3,.05569187625951599000,399.34719594062256000000,0
eVST-RS,1,6400,625,40,10,4,.67513328769564400000,1329.70843363340850000000,0
Hotspot,1,6400,625,40,10,4,.18377517820772482000,1235.73773878829430000000,0
eVST-RS,1,6400,625,40,15,4,.28719561731850260000,667.44042524782960000000,0
Hotspot,1,6400,625,40,15,4,.07850493556907168000,591.77506858410940000000,0
eVST-RS,1,6400,622,40,10,5,3.07835808817617360000,1290.86255191717870000000,0
Hotspot,1,6400,622,40,10,5,.22236327993596205000,1327.71354540846070000000,0
eVST-RS,1,6400,622,40,15,5,.18358017117861890000,554.24354404595930000000,0
Hotspot,1,6400,622,40,15,5,.11902258054760750000,612.12515948903340000000,0
eVST-RS,1,6400,625,40,10,6,1.32266479080863060000,1325.96691542763870000000,0
Hotspot,1,6400,625,40,10,6,.19882072063774103000,1328.61995804880940000000,0
eVST-RS,1,6400,625,40,15,6,.14629514275293332000,506.67169293897250000000,0
Hotspot,1,6400,625,40,15,6,.06412810146139236000,464.67817291001960000000,0
eVST-RS,1,6400,623,40,10,7,.83309371943323640000,1351.73244238491880000000,0
Hotspot,1,6400,623,40,10,7,.22483679016295355000,1342.66638484602620000000,0
eVST-RS,1,6400,623,40,15,7,.24368970670184353000,553.80146871776590000000,0
Hotspot,1,6400,623,40,15,7,.09042010198754724000,522.02227800856780000000,0
eVST-RS,1,6400,620,40,10,8,1.44373573468328690000,1193.59411753903760000000,0
Hotspot,1,6400,620,40,10,8,.21455628795229130000,1179.32846343963250000000,0
eVST-RS,1,6400,620,40,15,8,.42209627031843410000,602.87593444437440000000,0
Hotspot,1,6400,620,40,15,8,.14012715721764835000,606.54983627041790000000,0
eVST-RS,1,6400,620,40,15,9,.18995934853592190000,416.05177578100240000000,0
Hotspot,1,6400,620,40,15,9,.08036618688493036000,445.61897298027225000000,0
eVST-RS,1,6400,623,40,10,10,.82910160181927500000,1338.09907819168420000000,0
Hotspot,1,6400,623,40,10,10,.19632036733673885000,1295.32850535226160000000,0
eVST-RS,1,6400,623,40,15,10,.29959514329675585000,574.54735890926510000000,0
Hotspot,1,6400,623,40,15,10,.07991577591019450000,537.40474407886570000000,0
eVST-RS,1,6400,625,50,15,1,.29523590718599735000,804.64072550438050000000,0
Hotspot,1,6400,625,50,15,1,.12051276585407322000,848.49388349883220000000,0
eVST-RS,1,6400,622,50,10,2,3.19860873931611420000,1666.31899120734740000000,0
Hotspot,1,6400,622,50,10,2,.25538933903590080000,1655.07294887023320000000,0
eVST-RS,1,6400,622,50,15,2,.36374653507664334000,1057.02483604632220000000,0
Hotspot,1,6400,622,50,15,2,.14502917604841060000,1012.45038348145240000000,0
eVST-RS,1,6400,620,50,15,3,.94027218875999100000,1222.26851664975450000000,0
Hotspot,1,6400,620,50,15,3,.20256296081788605000,1098.97883571023360000000,0
eVST-RS,1,6400,621,50,15,4,.29396717724011980000,890.24806899099090000000,0
Hotspot,1,6400,621,50,15,4,.14357530784764094000,845.01927419980700000000,0
eVST-RS,1,6400,623,50,10,5,2.83903985485812900000,1589.93258497841040000000,0
Hotspot,1,6400,623,50,10,5,.25313649466261270000,1664.29496795630420000000,0
eVST-RS,1,6400,623,50,15,5,.83863523500622250000,1083.42357662501760000000,0
Hotspot,1,6400,623,50,15,5,.20431644509517355000,1046.92036757933240000000,0
eVST-RS,1,6400,625,50,15,6,.44851380168256580000,906.64801553103670000000,0
Hotspot,1,6400,625,50,15,6,.14248184737516567000,838.97936195575940000000,0
eVST-RS,1,6400,624,50,10,7,1.47565728027257140000,1653.24545695041390000000,0
Hotspot,1,6400,624,50,10,7,.22512772170739480000,1678.04996556079350000000,0
eVST-RS,1,6400,624,50,15,7,.34998432838619920000,1062.61199507449670000000,0
Hotspot,1,6400,624,50,15,7,.14034505980816903000,1041.78228950672880000000,0
eVST-RS,1,6400,622,50,15,8,.77610705965344100000,960.83897901399770000000,0
Hotspot,1,6400,622,50,15,8,.15885493766836590000,1051.36476556674640000000,0
eVST-RS,1,6400,617,50,10,9,2.27312668904050950000,1767.19540364837440000000,0
Hotspot,1,6400,617,50,10,9,.25460615290649000000,1701.97703722608840000000,0
eVST-RS,1,6400,617,50,15,9,.37348978107911535000,916.68700439952230000000,0
Hotspot,1,6400,617,50,15,9,.15338803004124202000,906.72538612842330000000,0
eVST-RS,1,6400,624,50,15,10,.29823877860326320000,776.91761033933210000000,0
Hotspot,1,6400,624,50,15,10,.09850657773495186000,751.42251685932940000000,0
eVST-RS,1,6400,620,60,15,1,.68374715088430090000,1447.13316047435800000000,0
Hotspot,1,6400,620,60,15,1,.21750547322881175000,1234.57823727126830000000,0
eVST-RS,1,6400,620,60,15,2,1.07995485626452140000,1487.90320873738660000000,0
Hotspot,1,6400,620,60,15,2,.27828095381119056000,1423.19467391879930000000,0
eVST-RS,1,6400,625,60,15,3,1.05521935923025010000,1393.34237411410140000000,0
Hotspot,1,6400,625,60,15,3,.19162164530280280000,1386.46873557765160000000,0
eVST-RS,1,6400,620,60,15,5,.78271085036976730000,1323.18982529068280000000,0
Hotspot,1,6400,620,60,15,5,.25401402629358927000,1294.34466650336980000000,0
eVST-RS,1,6400,617,60,10,7,1.48639371998433500000,2058.62975435606600000000,0
Hotspot,1,6400,617,60,10,7,.33253790991875576000,1915.34937761460800000000,0
eVST-RS,1,6400,617,60,15,7,2.38499243262049280000,1685.81262178320410000000,0
Hotspot,1,6400,617,60,15,7,.23080582115653670000,1644.93642971455070000000,0
eVST-RS,1,6400,624,60,15,8,.62620862910262080000,1322.15327208571000000000,0
Hotspot,1,6400,624,60,15,8,.18955393918440677000,1372.15021462302900000000,0
eVST-RS,1,6400,619,60,15,9,1.19804621903313100000,1226.79716046862800000000,0
Hotspot,1,6400,619,60,15,9,.25941303673607763000,1176.63101000038400000000,0
eVST-RS,1,6400,621,60,15,10,.67385310996905900000,1245.29752847888130000000,0
Hotspot,1,6400,621,60,15,10,.23956692649517208000,1192.15893009613840000000,0
eVST-RS,1,6400,622,70,15,1,5.83202078601607350000,1906.58711360206480000000,0
Hotspot,1,6400,622,70,15,1,.30488401818729470000,1901.57354816260200000000,0
eVST-RS,1,6400,622,70,15,2,1.20802394718339200000,1527.61579435286380000000,0
Hotspot,1,6400,622,70,15,2,.20285073434934020000,1460.74865288912470000000,0
eVST-RS,1,6400,616,70,15,3,1.78805459565046480000,1703.45563977019740000000,0
Hotspot,1,6400,616,70,15,3,.22472033859958174000,1542.72946795553930000000,0
eVST-RS,1,6400,623,70,15,4,.87211683684290620000,1777.17677623334520000000,0
Hotspot,1,6400,623,70,15,4,.26057163113728166000,1769.80229275238900000000,0
eVST-RS,1,6400,623,70,15,5,.74103066347015560000,1548.07369670282830000000,0
Hotspot,1,6400,623,70,15,5,.21220120304496960000,1511.42393974584730000000,0
eVST-RS,1,6400,622,70,15,7,1.63043917636241530000,1538.54572576411580000000,0
Hotspot,1,6400,622,70,15,7,.21817615529289470000,1509.96996286029300000000,0
eVST-RS,1,6400,621,70,15,8,.90280833809083560000,1609.55116535562340000000,0
Hotspot,1,6400,621,70,15,8,.25618357819621450000,1615.13594353965350000000,0
eVST-RS,1,6400,622,70,15,9,.85764565721910910000,1648.93011683168360000000,0
Hotspot,1,6400,622,70,15,9,.23444582080992404000,1642.49159529036400000000,0
eVST-RS,1,8100,591,30,10,1,.75631384605367200000,1061.36278732345770000000,0
Hotspot,1,8100,591,30,10,1,.19168835823802510000,1100.89519055732530000000,0
eVST-RS,1,8100,588,30,10,2,.31444844195357290000,810.63432404708370000000,0
Hotspot,1,8100,588,30,10,2,.10864220630901400000,830.72514217368680000000,0
eVST-RS,1,8100,588,30,10,3,1.24392853111203300000,1133.38246529624120000000,0
Hotspot,1,8100,588,30,10,3,.21343598440580536000,1053.50898643756640000000,0
eVST-RS,1,8100,591,30,10,4,.32999808151362230000,775.93380442837170000000,0
Hotspot,1,8100,591,30,10,4,.16136792299948866000,781.68097846478870000000,0
eVST-RS,1,8100,593,30,10,5,.47156055363302585000,858.53524729945430000000,0
Hotspot,1,8100,593,30,10,5,.18913787154451710000,1006.41402088992740000000,0
eVST-RS,1,8100,593,30,10,6,.79798258515802440000,950.07808618630680000000,0
Hotspot,1,8100,593,30,10,6,.12299061834346503000,800.53828689859600000000,0
eVST-RS,1,8100,591,30,5,7,7.89656534985988400000,1875.34205477957770000000,0
Hotspot,1,8100,591,30,5,7,.29657806084287586000,1676.39608060854270000000,0
eVST-RS,1,8100,591,30,10,7,.96781002367788460000,1295.59857598061760000000,0
Hotspot,1,8100,591,30,10,7,.20663955515919952000,1139.69355687537750000000,0
eVST-RS,1,8100,590,30,5,8,6.06290516263106800000,1686.82608162619000000000,0
Hotspot,1,8100,590,30,5,8,.30977419448754520000,1528.05550995322780000000,0
eVST-RS,1,8100,590,30,10,8,.87988514322933040000,1157.87338911179470000000,0
Hotspot,1,8100,590,30,10,8,.18983144919184270000,890.16291372008620000000,0
eVST-RS,1,8100,591,30,5,9,3.78489342905231750000,1996.47778430693900000000,0
Hotspot,1,8100,591,30,5,9,.27975298056844620000,1626.66389375113360000000,0
eVST-RS,1,8100,591,30,10,9,.69893046143988610000,913.38724912921450000000,0
Hotspot,1,8100,591,30,10,9,.13647926253906917000,812.54422590989620000000,0
eVST-RS,1,8100,593,30,10,10,.48546763396007010000,971.71644409432080000000,0
Hotspot,1,8100,593,30,10,10,.12579019295662874000,891.15012142204230000000,0
eVST-RS,1,8100,593,40,10,1,4.85336418707447600000,1344.83513766712300000000,0
Hotspot,1,8100,593,40,10,1,.19464978079486173000,1306.31655069054800000000,0
eVST-RS,1,8100,593,40,15,1,.12524464698071824000,467.93914438261920000000,0
Hotspot,1,8100,593,40,15,1,.06252343834785279000,461.75188134124970000000,0
eVST-RS,1,8100,592,40,10,2,1.16452395783562680000,1312.54538097961860000000,0
Hotspot,1,8100,592,40,10,2,.19525730269378982000,1290.40558022174540000000,0
eVST-RS,1,8100,592,40,15,2,.16126528772292660000,488.73051102222860000000,0
Hotspot,1,8100,592,40,15,2,.06702991660131374000,478.53362742917580000000,0
eVST-RS,1,8100,591,40,10,3,1.02743677864054920000,1448.10549338492770000000,0
Hotspot,1,8100,591,40,10,3,.22536220384790795000,1382.75737682013780000000,0
eVST-RS,1,8100,591,40,15,3,.18801914700452470000,579.52560611857480000000,0
Hotspot,1,8100,591,40,15,3,.11216733340552310000,595.33023970476220000000,0
eVST-RS,1,8100,590,40,10,4,.66790618503728180000,1233.99734356729640000000,0
Hotspot,1,8100,590,40,10,4,.17663965779502178000,1253.02198267886070000000,0
eVST-RS,1,8100,590,40,15,4,.27212520557077370000,689.90474183051660000000,0
Hotspot,1,8100,590,40,15,4,.09689875661570113000,629.12273620973330000000,0
eVST-RS,1,8100,591,40,10,5,.82792366461217170000,1245.77555496447940000000,0
Hotspot,1,8100,591,40,10,5,.20260954144760035000,1320.42381343539660000000,0
eVST-RS,1,8100,591,40,15,5,.16221900632081088000,493.70075469974785000000,0
Hotspot,1,8100,591,40,15,5,.06312109146529110000,461.09443899807690000000,0
eVST-RS,1,8100,593,40,10,6,1.81277943441818930000,1538.20843347751400000000,0
Hotspot,1,8100,593,40,10,6,.32937753282749327000,1382.37878647222150000000,0
eVST-RS,1,8100,593,40,15,6,.24037774519092636000,521.77901083635370000000,0
Hotspot,1,8100,593,40,15,6,.11551008549577091000,548.95650261905630000000,0
eVST-RS,1,8100,592,40,15,7,.24873265167843783000,540.83638446772250000000,0
Hotspot,1,8100,592,40,15,7,.09030128191807307000,536.64214110895720000000,0
eVST-RS,1,8100,590,40,10,8,1.35059461354103400000,1377.09655661069720000000,0
Hotspot,1,8100,590,40,10,8,.31766408420662630000,1431.90640058234730000000,0
eVST-RS,1,8100,590,40,15,8,.14826771386287874000,448.61123309061300000000,0
Hotspot,1,8100,590,40,15,8,.08364143654762302000,452.13972314065430000000,0
eVST-RS,1,8100,593,40,10,9,.94143433592398650000,1269.64730228235380000000,0
Hotspot,1,8100,593,40,10,9,.26755280388169920000,1269.74875912425360000000,0
eVST-RS,1,8100,593,40,15,9,.19806911459454568000,462.34901012365330000000,0
Hotspot,1,8100,593,40,15,9,.11197311587602599000,453.98773240145330000000,0
eVST-RS,1,8100,589,40,10,10,.73836688322626290000,1454.77978593244550000000,0
Hotspot,1,8100,589,40,10,10,.24039274574170122000,1405.92307000846900000000,0
eVST-RS,1,8100,589,40,15,10,.19959048523742240000,609.73125187925620000000,0
Hotspot,1,8100,589,40,15,10,.10651962978590745000,603.80074961399190000000,0
eVST-RS,1,8100,591,50,15,1,.46375948291097300000,1257.28986545850720000000,0
Hotspot,1,8100,591,50,15,1,.17725902223173762000,1262.46235222603000000000,0
eVST-RS,1,8100,593,50,15,2,.39601309310091890000,929.28106274255890000000,0
Hotspot,1,8100,593,50,15,2,.17720888884650776000,968.00709357642710000000,0
eVST-RS,1,8100,586,50,10,3,3.17556869813415700000,1628.56968135735250000000,0
Hotspot,1,8100,586,50,10,3,.28644835353043163000,1540.69603706133880000000,0
eVST-RS,1,8100,586,50,15,3,.71558540399564660000,1118.15588380918000000000,0
Hotspot,1,8100,586,50,15,3,.17736915778368711000,1046.11619371045480000000,0
eVST-RS,1,8100,592,50,15,4,.23619377856812207000,844.54992887772440000000,0
Hotspot,1,8100,592,50,15,4,.10937762755929725000,861.62601636040880000000,0
eVST-RS,1,8100,589,50,10,5,1.84270867134182480000,1799.32468973805730000000,0
Hotspot,1,8100,589,50,10,5,.34109927120880457000,1755.46927768570370000000,0
eVST-RS,1,8100,589,50,15,5,.37180182548763696000,1076.26099343987360000000,0
Hotspot,1,8100,589,50,15,5,.12506621949432883000,1054.25580505733770000000,0
eVST-RS,1,8100,591,50,15,6,.55660493548930390000,1058.70020812519030000000,0
Hotspot,1,8100,591,50,15,6,.14581433593411930000,1037.96450506323160000000,0
eVST-RS,1,8100,590,50,10,7,5.49024214820383350000,1771.23711293283330000000,0
Hotspot,1,8100,590,50,10,7,.38918034676316890000,1794.94645560673700000000,0
eVST-RS,1,8100,590,50,15,7,.61386476302141090000,956.81356580470400000000,0
Hotspot,1,8100,590,50,15,7,.14089336905453820000,998.67844396037800000000,0
eVST-RS,1,8100,592,50,15,8,.72124810815148520000,1161.83585483244340000000,0
Hotspot,1,8100,592,50,15,8,.23204731328587513000,1139.89429328959250000000,0
eVST-RS,1,8100,590,50,10,9,2.09887014347623340000,1660.71958746768630000000,0
Hotspot,1,8100,590,50,10,9,.24782314519688953000,1632.58380741362320000000,0
eVST-RS,1,8100,590,50,15,9,.35457173061149660000,1042.88088295812460000000,0
Hotspot,1,8100,590,50,15,9,.13375982239085715000,1003.83746464481270000000,0
eVST-RS,1,8100,591,50,10,10,2.89509174409613500000,1863.14518269248900000000,0
Hotspot,1,8100,591,50,10,10,.41936301387613640000,1838.06815381869700000000,0
eVST-RS,1,8100,591,50,15,10,.94260516761278270000,1049.12465849087360000000,0
Hotspot,1,8100,591,50,15,10,.15920666087185964000,972.36452072666290000000,0
eVST-RS,1,8100,591,60,15,1,1.34708132898231270000,1558.52446024480240000000,0
Hotspot,1,8100,591,60,15,1,.25964238710730570000,1645.51854487428610000000,0
eVST-RS,1,8100,591,60,15,2,1.15097452197369420000,1492.81309804641140000000,0
Hotspot,1,8100,591,60,15,2,.19502716282295296000,1348.79556504641980000000,0
eVST-RS,1,8100,590,60,15,3,.86694915053521980000,1579.38581506347370000000,0
Hotspot,1,8100,590,60,15,3,.20674495369894430000,1381.75057174374390000000,0
eVST-RS,1,8100,588,60,15,4,1.01417827432305780000,1419.39600328648570000000,0
Hotspot,1,8100,588,60,15,4,.24898884512367658000,1476.71974812934630000000,0
eVST-RS,1,8100,594,60,10,5,4.70465158875595100000,2174.37077266597600000000,0
Hotspot,1,8100,594,60,10,5,.33409993991517695000,2192.72043038320270000000,0
eVST-RS,1,8100,594,60,15,5,1.98004020144435340000,1538.17994138048310000000,0
Hotspot,1,8100,594,60,15,5,.25255265781743220000,1546.71248605255570000000,0
eVST-RS,1,8100,587,60,15,6,.92143822026991980000,1526.44571585469840000000,0
Hotspot,1,8100,587,60,15,6,.21883381059160456000,1596.28267922253210000000,0
eVST-RS,1,8100,591,60,15,7,1.62245138837897680000,1453.87163619744050000000,0
Hotspot,1,8100,591,60,15,7,.20689574861171423000,1349.42763227928410000000,0
eVST-RS,1,8100,589,60,15,8,1.10969974444014950000,1699.65347732138160000000,0
Hotspot,1,8100,589,60,15,8,.28392036765580997000,1682.52286777648990000000,0
eVST-RS,1,8100,586,60,15,9,.87943946926679930000,1413.05232864078380000000,0
Hotspot,1,8100,586,60,15,9,.20231150439212797000,1513.76911284881160000000,0
eVST-RS,1,8100,591,60,15,10,1.78648782864183890000,1735.72497852734230000000,0
Hotspot,1,8100,591,60,15,10,.26104572717304110000,1674.71531908327640000000,0
eVST-RS,1,8100,587,70,15,1,3.81909545160306150000,2117.02637492730360000000,0
Hotspot,1,8100,587,70,15,1,.31866477817675330000,2016.82465371953780000000,0
eVST-RS,1,8100,589,70,15,2,2.40053378239827000000,1869.92879929412330000000,0
Hotspot,1,8100,589,70,15,2,.38884007134038256000,1976.31480275250400000000,0
eVST-RS,1,8100,590,70,15,3,3.82660401177417950000,2105.71800371174400000000,0
Hotspot,1,8100,590,70,15,3,.31400987351662480000,2100.64460312800930000000,0
eVST-RS,1,8100,589,70,15,4,2.88196034962311400000,1999.97765082436670000000,0
Hotspot,1,8100,589,70,15,4,.38502638121281050000,1947.97515054852580000000,0
eVST-RS,1,8100,590,70,15,5,1.63886948029539780000,1766.19295422769620000000,0
Hotspot,1,8100,590,70,15,5,.25194750442460645000,1663.21048780849760000000,0
eVST-RS,1,8100,586,70,15,6,1.97742300183017500000,1784.99216406648200000000,0
Hotspot,1,8100,586,70,15,6,.32344481893233024000,1695.48842172793620000000,0
eVST-RS,1,8100,593,70,15,7,1.20157568838476440000,1849.04244418920640000000,0
Hotspot,1,8100,593,70,15,7,.30836177514720475000,1822.57012626093250000000,0
eVST-RS,1,8100,586,70,15,9,3.82893975388287800000,2286.46030970158560000000,0
Hotspot,1,8100,586,70,15,9,.34113361455820270000,1975.85943833559080000000,0
eVST-RS,1,8100,592,70,15,10,1.22789966374693900000,1762.26800074887520000000,0
Hotspot,1,8100,592,70,15,10,.25238765186804810000,1739.51423891796900000000,0
eVST-RS,1,8100,807,30,10,1,.30562062368699117000,779.19960138113460000000,0
Hotspot,1,8100,807,30,10,1,.10597289955330780000,779.13140992679880000000,0
